FLOW_UUID,FLOW,INTERACTION_UUID,CHANNEL_SID,CHANNEL_CREATION_DATETIME,NAVAN_CONVERSATION_UUID,GENESYS_CONVERSATION_UUID,FLOW_START_DATETIME,FLOW_END_DATETIME,FLOW_INDEX,IS_FLOW_ABANDONED,BOOKING_UUID,BOOKING_STATUS,BOOKING_TYPE,BOOKING_PROVIDER,BOOKING_MODIFICATION_STATUS,IS_BOOKING_CHANGEABLE,IS_BOOKING_CANCELLABLE,DOMAIN,PRODUCT,TASK,EXPERIENCE,REASON,THINKING,OUTCOME,EXIT_CODE_ARRAY
5fdd84dd4a109c031b76c2446fdc037a,cancel_booking,ede48ecc01ea6e5a1ff4a79def71e274,aa8722e6-3f69-4cec-b9e1-28391344caac,2025-08-11 19:50:17.627,aa8722e6-3f69-4cec-b9e1-28391344caac,04f6293a-7f4d-476c-baf1-7fa6c73e1d90,2025-08-11 19:52:06.925,2025-08-11 19:52:46.541,2,false,5ddfae06-1b43-444a-a8eb-c1754326ca82,ticketed,flight,farelogix,unused_ticket,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-08-11 19:52:46.536"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-08-11 19:52:46.541"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
a47330551f6038f4e7e4ae6cc91a7b8e,cancel_booking,b88920452172c7a9b469c06956c1e4c3,d956e7fd-6445-4ed5-b639-4a7ce7c8741b,2025-08-13 12:38:42.732,d956e7fd-6445-4ed5-b639-4a7ce7c8741b,890f550c-8429-481b-8066-12db10a29935,2025-08-13 12:43:16.312,2025-08-13 12:45:29.183,2,false,31855468-42e6-454c-9dea-21be7a719602,ticketed,flight,tripeur,ok,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-08-13 12:45:29.178"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-08-13 12:45:29.183"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
f42ca2a274c5994affc954930e228ced,cancel_booking,f6eab174f98b389311b78cff399d5b24,3efac999-012f-4efb-b721-ca78cfdf5c69,2025-08-14 00:56:04.538,3efac999-012f-4efb-b721-ca78cfdf5c69,fe296c67-8fa8-4369-917c-69873a4dd202,2025-08-14 00:57:01.341,2025-08-14 00:57:46.299,1,false,ae7a66de-853b-4edb-845a-91f92385302a,ticketed,flight,sabre,ok,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-08-14 00:57:46.294"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-08-14 00:57:46.299"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
02a013619d718d6bb4b0f909037d0bb9,cancel_booking,42c3b2b363d47f7cba79a7e752687256,4b0203b6-033b-4d1c-af08-68e1b7e96d58,2025-05-22 02:34:42.882,4b0203b6-033b-4d1c-af08-68e1b7e96d58,93902767-2efa-45f3-88e6-3897184b6d9f,2025-05-22 02:37:47.002,2025-05-22 02:39:23.755,1,false,73d5becc-1723-4bb2-812c-cc10e1831d27,ticketed,flight,sabre,,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-05-22 02:39:23.752"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-05-22 02:39:23.755"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
0bfa2ea8028aa2d0860ea0da0fb48dbe,cancel_booking,7bc6d92794cd62da036ebfe6ea84e39e,27dffb52-b189-47f3-9893-d32cae7f4258,2025-07-29 00:43:30.308,27dffb52-b189-47f3-9893-d32cae7f4258,c2e2685a-79fa-4d46-a0a6-df3eb2647295,2025-07-29 00:46:31.568,2025-07-29 00:47:29.951,1,false,df55dab6-e5c5-4517-b3b6-bcfb565b3be3,ticketed,flight,farelogix,,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-07-29 00:47:29.946"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-07-29 00:47:29.951"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
e4a2dbc3801e0cb06b3704287b6a1109,cancel_booking,eb52866556195fd1a1e1560c6cdd3dd2,7f24ee2b-1625-4d8c-a775-501357bbdb48,2025-05-12 16:30:33.635,7f24ee2b-1625-4d8c-a775-501357bbdb48,a8211029-8ac5-42aa-9097-d6c1ae85f185,2025-05-12 16:31:32.971,2025-05-12 16:31:46.822,1,false,db2f3e96-750c-483f-a76b-c55bd033cb54,ticketed,flight,sabre,,false,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-05-12 16:31:46.815"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-05-12 16:31:46.822"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
b9c700de055aaed0622fd4596f66b9fc,cancel_booking,432082841dbfdc21e69728e5e6c66c4c,9a06dcfe-da87-4487-865a-a92de4bd8845,2025-06-24 14:18:43.471,9a06dcfe-da87-4487-865a-a92de4bd8845,90c58293-0452-48e8-9b61-72d0fe4eb35a,2025-06-24 14:19:18.249,2025-06-24 14:19:34.037,1,false,cc5a4141-092c-4e82-906e-f709f0f4f43e,ticketed,flight,sabre,,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-06-24 14:19:34.034"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-06-24 14:19:34.037"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
eabfb399202ce0faa269e32d3a1f843c,cancel_booking,696860d90c2cff07c924994aef6b920c,0aa7d1ac-cf4e-45fb-8d69-0caa812e2f52,2025-06-08 18:40:41.104,0aa7d1ac-cf4e-45fb-8d69-0caa812e2f52,fe3719a2-9bd1-47db-8972-6536a97abd98,2025-06-08 18:41:12.827,2025-06-08 18:41:26.950,1,false,3eb2938d-8c4f-4984-b0cf-bf0bea2ad2df,ticketed,flight,sabre,,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-06-08 18:41:26.947"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-06-08 18:41:26.950"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
b8bd346fef13e44823e5fadd2651ec8b,cancel_booking,9daccd0e6f99132b2edd64f44e7ea734,c1d00d4f-d5af-4759-ba15-c1afd96da3da,2025-05-13 02:27:01.855,c1d00d4f-d5af-4759-ba15-c1afd96da3da,ea70116e-7b19-4180-bc11-6b90bc2f7431,2025-05-13 02:27:36.754,2025-05-13 02:27:55.499,1,false,d0970c83-8aec-4c8f-9213-22f219ac41f8,ticketed,flight,sabre,,false,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-05-13 02:27:55.495"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-05-13 02:27:55.499"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
8206c22a17a41af64129706934df73ad,cancel_booking,e6b2105502eb75fea6185c7a662c6d2b,3c958404-07f9-4945-ac42-1ae44c71afd1,2025-07-22 10:58:21.158,3c958404-07f9-4945-ac42-1ae44c71afd1,d7167221-24a4-4dce-84a4-5e4ca318500b,2025-07-22 11:04:13.205,2025-07-22 11:04:35.821,2,false,53e05ac3-e93f-4378-b58e-4fb16838b6b2,ticketed,flight,sabre,,true,true,travel,flight,cancel,transactional,,,agent,"[
  {
    ""event_time"": ""2025-07-22 11:04:35.815"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""reason"": ""user_asked_for_agent"",
    ""task"": ""cancel"",
    ""thinking"": ""user asked to speak to an agent""
  },
  {
    ""event_time"": ""2025-07-22 11:04:35.821"",
    ""outcome"": ""agent"",
    ""product"": ""flight"",
    ""task"": ""cancel""
  }
]"
